PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
CA0901228,GERLE CREEK CAMPGROUND,Region 9,California,Transient non-community system,125,,El Dorado,7,12,7
CA0901229,ICE HOUSE CAMPGROUND,Region 9,California,Transient non-community system,200,,El Dorado,3,6,7
CA0901230,LOON LAKE CAMPGROUND,Region 9,California,Transient non-community system,125,,El Dorado,3,9,8
CA0901246,PENINSULA RECREATION AREA,Region 9,California,Transient non-community system,350,,El Dorado,3,18,6
CA0900208,PIPI CAMPGROUND WATER SYSTEM,Region 9,California,Transient non-community system,150,,El Dorado,5,30,3
CA0901243,SILVERFORK CAMPGROUND,Region 9,California,Transient non-community system,70,,El Dorado,3,7,5
CA0901239,SAND FLAT CAMPGROUND,Region 9,California,Transient non-community system,50,,El Dorado,3,12,6
CA0901219,CAPPS CROSSING CAMPGROUND,Region 9,California,Transient non-community system,25,,El Dorado,2,9,4
CA0901222,CHINA FLAT CAMPGROUND,Region 9,California,Transient non-community system,75,,El Dorado,6,9,8
CA0300076,KIRKWOOD CAMPGROUND,Region 9,California,Transient non-community system,65,,Amador,3,3,13
CA2701367,TIERRA MEADOWS HOA WS,Region 9,California,Community water system,63,,Monterey,6,14,8
CA5403208,SOULTS PUMP & EQUIPMENT COMPANY,Region 9,California,Non-Transient non-community system,31,,Tulare,3,4,2
CA2900548,SIERRA ESTATES MUTUAL WATER COMPANY,Region 9,California,Community water system,100,,Nevada,8,16,9
CA2901208,DONNER TRAIL ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,60,,Nevada,5,3,12
CA2701310,GORDA WS,Region 9,California,Transient non-community system,50,,Monterey,4,19,8
CA5602108,GARDEN ACRES MUTUAL WATER CO,Region 9,California,Community water system,816,,Ventura,4,11,10
CA4910027,SONOMA STATE UNIVERSITY,Region 9,California,Community water system,"10,986",,Sonoma,6,13,6
CA1610007,HOME GARDEN CSD,Region 9,California,Community water system,"1,750",,Kings,9,70,10
CA1502524,CAMP AREV,Region 9,California,Transient non-community system,301,,Kern,2,15,8
CA0900112,CANDLELIGHT VILLAGE MUTUAL WATER CO.,Region 9,California,Community water system,32,,El Dorado,9,12,6
CA5603118,VENTURA FARMS,Region 9,California,Non-Transient non-community system,80,,Ventura,7,17,6
CA4000675,BRANCH ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,500,,San Luis Obispo,3,0,9
CA3410303,PRAIRIE CITY SVRA,Region 9,California,Transient non-community system,8,RANCHO CORDOVA,Sacramento,3,1,6
CA4000753,SLO PARTNERS,Region 9,California,Non-Transient non-community system,40,,San Luis Obispo,2,6,9
CA4000693,CRESTON ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,100,,San Luis Obispo,6,1,8
CA2210918,TAVIS CORPORATION,Region 9,California,Non-Transient non-community system,40,,Mariposa,3,3,3
CA4800727,CAMPBELL SOUP DIXON,Region 9,California,Non-Transient non-community system,225,,Solano,3,2,5
CA1500340,WEST TEHACHAPI MUTUAL,Region 9,California,Community water system,150,,Kern,3,16,7
CA2400066,PLANADA ELEMENTARYSCHOOL,Region 9,California,Non-Transient non-community system,567,,Merced,2,0,2
CA4300520,RAINERI MUTUAL WATER COMPANY,Region 9,California,Community water system,145,,Santa Clara,3,6,12
CA1200587,BRICELAND C.S.D.,Region 9,California,Community water system,75,,Humboldt,3,31,9
CA0610003,MAXWELL PUBLIC UTILITY DISTRICT,Region 9,California,Community water system,"1,175",,Colusa,7,4,19
CA2300755,POTTER VALLEY SCHOOL DISTRICT,Region 9,California,Non-Transient non-community system,309,,Mendocino,4,8,7
CA4210010,CITY OF SANTA BARBARA WATER DEPARTMENT,Region 9,California,Community water system,"94,929",SANTA BARBARA,Santa Barbara,56,2,31
CA2300502,ALBION MUTUAL WATER COMPANY,Region 9,California,Community water system,40,,Mendocino,4,5,6
CA1910060,LA PUENTE VALLEY CWD,Region 9,California,Community water system,"9,842",,Los Angeles,20,0,51
CA1910029,CITY OF INDUSTRY WATERWORKS SYSTEMS,Region 9,California,Community water system,"6,151",LA PUENTE,Los Angeles,15,1,30
CA3500505,THOUSAND TRAILS SAN BENITO PRESERVE,Region 9,California,Community water system,"1,025",,San Benito,7,27,8
CA4000219,"LINKS AT VISTA DEL HOMBRE, THE",Region 9,California,Transient non-community system,25,,San Luis Obispo,3,6,5
CA2600656,FLO'S DINER,Region 9,California,Transient non-community system,25,,Mono,4,10,12
CA3610031,MUSCOY MWC NO. 1,Region 9,California,Community water system,"13,000",,San Bernardino,11,4,10
CA0202515,CARSON RIVER RESORT,Region 9,California,Transient non-community system,30,,Alpine,3,0,4
CA2310005,WILLOW COUNTY WATER DISTRICT,Region 9,California,Community water system,"3,797",,Mendocino,8,2,14
CA4000732,CARRISA PLAINS ELEMENTARY,Region 9,California,Non-Transient non-community system,65,,San Luis Obispo,3,1,8
CA4000700,GRANITE RIDGE,Region 9,California,Transient non-community system,25,,San Luis Obispo,5,5,8
CA4000205,TIGER WATER SUPPLY,Region 9,California,Non-Transient non-community system,"1,600",,San Luis Obispo,5,2,12
CA4000789,SPANISH LAKES MUTUAL WATER CO,Region 9,California,Community water system,125,,San Luis Obispo,4,0,10
CA4000670,WALNUT HILLS MUTUAL WATER CO,Region 9,California,Community water system,486,,San Luis Obispo,7,4,10
CA1100104,WILLOW CREEK CHRISTIAN SCHOOL,Region 9,California,Non-Transient non-community system,47,,Glenn,3,1,1
CA2600501,BIRCHIM COMMUNITY SERVICE DISTRICT,Region 9,California,Community water system,150,,Mono,4,34,13
CA4000649,LOS ROBLES MOBILE HOME ESTATES,Region 9,California,Community water system,420,,San Luis Obispo,5,4,9
CA4000765,VARIAN RANCH MUTUAL WATER,Region 9,California,Community water system,111,,San Luis Obispo,7,2,11
CA3200049,DREAM CATCHER CAMPGROUND,Region 9,California,Transient non-community system,30,,Plumas,4,7,8
CA5800826,QUAIL RIDGE RV PARK,Region 9,California,Transient non-community system,60,,Yuba,2,3,4
CA5800205,MELA'S MEXICAN RESTAURANT,Region 9,California,Transient non-community system,25,,Yuba,2,4,4
CA4300779,LAKESIDE SD-LAKESIDE SCHOOL,Region 9,California,Non-Transient non-community system,127,,Santa Clara,3,4,4
CA4000631,ALMIRA WATER ASSOCIATION,Region 9,California,Community water system,40,,San Luis Obispo,3,5,9
CA4000555,GUADALUPE COOLING COMPANY,Region 9,California,Non-Transient non-community system,35,,San Luis Obispo,6,3,8
CA4000671,ELKS LODGE #322,Region 9,California,Non-Transient non-community system,40,,San Luis Obispo,4,2,12
CA4000780,MADONNA INN WATER COMPANY,Region 9,California,Non-Transient non-community system,650,,San Luis Obispo,7,5,7
CA2500801,NEWELL COUNTY WATER DISTRICT,Region 9,California,Community water system,300,,Modoc,7,14,12
CA5601401,KROTONA INSTITUTE,Region 9,California,Community water system,31,,Ventura,6,13,11
CA1200687,RIVERBEND MOBILE HOME PARK,Region 9,California,Community water system,60,,Humboldt,3,26,9
CA0110016,ALAMEDA POINT,Region 9,California,Community water system,"1,500",,Alameda,2,0,5
CA0110005,EAST BAY MUD,Region 9,California,Community water system,"1,405,000",,Alameda,19,5,91
CA1800574,JOHNSTONVILLE ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,223,,Lassen,3,3,8
CA4300808,O'CONNOR HOSPITAL,Region 9,California,Non-Transient non-community system,"2,500",,Santa Clara,4,14,5
CA1000369,ZONNEVELD DAIRY - CEDAR,Region 9,California,Community water system,70,,Fresno,5,46,14
CA1000627,ZONNEVELD DAIRY - CERINI,Region 9,California,Community water system,48,,Fresno,3,0,2
CA4410002,SLVWD - FELTON WATER SYSTEM,Region 9,California,Community water system,"4,340",,Santa Cruz,10,8,27
CA4500190,OAK RUN ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,125,,Shasta,8,4,10
CA3500825,UNION HEIGHTS MWC,Region 9,California,Community water system,98,,San Benito,6,13,10
CA5400881,SUNRISE MUTUAL WATER CO.,Region 9,California,Community water system,80,,Tulare,3,14,7
CA3601106,HITCHIN LUCERNE INC,Region 9,California,Non-Transient non-community system,276,,San Bernardino,4,1,30
CA1300554,MEADOWS UNION ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,550,,Imperial,4,26,26
CA4000200,BASSI RANCH MUTUAL WATER CO.,Region 9,California,Community water system,85,,San Luis Obispo,9,3,10
CA0300007,STOCKTON SILVER LAKE FAMILY CAMP,Region 9,California,Transient non-community system,100,,Amador,2,7,19
CA1210008,GARBERVILLE SANITARY DISTRICT,Region 9,California,Community water system,"1,500",,Humboldt,6,2,15
CA3010046,CITY OF TUSTIN,Region 9,California,Community water system,"68,088",TUSTIN,Orange,49,7,28
CA1503537,CEMEX CONSTRUCTION MATERIALS PACIFIC LLC,Region 9,California,Non-Transient non-community system,45,,Kern,4,10,3
CA5100136,EAST NICOLAUS JOINT UNION HIGH SCHOOL,Region 9,California,Non-Transient non-community system,338,,Sutter,3,4,10
CA4901373,BACA TASTING ROOM,Region 9,California,Transient non-community system,53,HEALDSBURG,Sonoma,4,0,3
CA1000573,MOUNTAIN VALLEY COMMUNITY CHURCH,Region 9,California,Transient non-community system,242,,Fresno,3,2,4
CA0400068,BERRY CREEK SCHOOL,Region 9,California,Non-Transient non-community system,95,,Butte,4,23,9
CA0400064,CONCOW ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,115,,Butte,5,3,35
CA0400065,SPRING VALLEY SCHOOL,Region 9,California,Non-Transient non-community system,70,,Butte,12,13,13
CA1000407,GEORGE COX WATER SYSTEM,Region 9,California,Community water system,40,,Fresno,4,15,8
CA3610032,"NEEDLES, CITY OF",Region 9,California,Community water system,"5,183",NEEDLES,San Bernardino,17,6,10
CA5200710,DOLLAR GENERAL PROBERTA,Region 9,California,Transient non-community system,250,,Tehama,2,0,1
CA3303026,GRANITE CONSTRUCTION COMPANY,Region 9,California,Non-Transient non-community system,40,,Riverside,7,30,8
CA2710705,CAMP ROBERTS - CALIFORNIA NATIONAL GUARD,Region 9,California,Non-Transient non-community system,385,,Monterey,23,7,15
CA3700962,OAKVALE PARK,Region 9,California,Community water system,100,,San Diego,7,23,17
CA1000514,KINGS RIVER PACKING,Region 9,California,Non-Transient non-community system,350,,Fresno,5,15,11
CA3500576,AROMAS HILLS MUTUAL WATER ASSOCIATION,Region 9,California,Community water system,44,,San Benito,5,5,6
CA3601187,ROUTE 66 MARKET,Region 9,California,Transient non-community system,25,,San Bernardino,2,0,1
CA4500163,JUNCTION SCHOOL DISTRICT,Region 9,California,Non-Transient non-community system,700,,Shasta,9,5,9
CA1500495,AERA ENERGY-LLC,Region 9,California,Non-Transient non-community system,"1,500",,Kern,6,10,5
CA2100579,NICASIO VALLEY RANCH MUTUAL,Region 9,California,Community water system,43,,Marin,4,14,2
CA1700601,LE TRIANON RESORT,Region 9,California,Transient non-community system,250,,Lake,7,21,3
CA0300667,GOLDEN VALLEY CAMP,Region 9,California,Transient non-community system,40,,Amador,3,6,6
CA3901231,ESCALON GOLF COURSE WS,Region 9,California,Transient non-community system,100,,San Joaquin,3,8,25
CA1503671,SUNNYGEM JUICE PLANT,Region 9,California,Non-Transient non-community system,76,,Kern,4,0,5
CA1000165,BSA/CAMP CHAWANAKEE,Region 9,California,Transient non-community system,400,,Fresno,4,9,4
CA2800070,BEHRENS FAMILY WINERY,Region 9,California,Transient non-community system,34,,Napa,2,1,0
CA3301148,COACHELLA VALLEY PUBLIC CEMETERY,Region 9,California,Transient non-community system,49,,Riverside,2,19,9
CA3301564,HURKEY CREEK - RIV. CO. PARKS,Region 9,California,Transient non-community system,756,,Riverside,3,12,6
CA4300939,COUNTRYSIDE MUSHROOMS INC,Region 9,California,Non-Transient non-community system,45,,Santa Clara,6,43,7
CA3010047,GOLDEN STATE WC - COWAN HEIGHTS,Region 9,California,Community water system,"7,236",,Orange,20,0,14
CA3010035,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,Region 9,California,Community water system,"53,965",,Orange,38,0,18
CA3010022,GOLDEN STATE WC - WEST ORANGE COUNTY,Region 9,California,Community water system,"115,128",,Orange,63,0,23
CA0110001,ALAMEDA COUNTY WATER DISTRICT,Region 9,California,Community water system,"351,000",,Alameda,63,3,33
CA4200666,KINECTA FCU,Region 9,California,Non-Transient non-community system,104,,Santa Barbara,4,70,6
CA3200060,SILVERTIP SPRINGS WATER SYSTEM,Region 9,California,Transient non-community system,25,,Plumas,3,5,5
CA1503683,PEAK TO PEAK MOUNTAIN CHARTER SCHOOL WS,Region 9,California,Non-Transient non-community system,100,,Kern,2,1,1
CA3701588,JACUMBA VALLEY RANCH WATER COMPANY,Region 9,California,Transient non-community system,25,,San Diego,2,5,6
CA1910027,"LOS ANGELES CWWD 40, REG. 35-N.E. L.A.",Region 9,California,Community water system,811,,Los Angeles,7,1,21
CA1910204,LOS ANGELES CWWD 29 & 80-MALIBU,Region 9,California,Community water system,"22,077",,Los Angeles,7,4,57
CA1910025,"LOS ANGELES CWWD 40, REG. 39-ROCK CREEK",Region 9,California,Community water system,"1,326",,Los Angeles,4,1,21
CA1910185,LOS ANGELES CWWD 36-VAL VERDE,Region 9,California,Community water system,"5,289",,Los Angeles,14,1,29
CA1910248,LOS ANGELES CWWD 37-ACTON,Region 9,California,Community water system,"6,600",,Los Angeles,7,0,26
CA1910070,"LOS ANGELES CWWD 40,REG 4 & 34-LANCASTER",Region 9,California,Community water system,"187,372",,Los Angeles,126,4,63
CA1910203,"LOS ANGELES CWWD 40, R 24,27,33-PEARBLSM",Region 9,California,Community water system,"10,854",,Los Angeles,23,1,30
CA1910005,"LOS ANGELES CWWD 40, REG. 38-LAKE LA",Region 9,California,Community water system,"13,950",,Los Angeles,11,1,30
CA3901229,HAMMER LANE WATER SYSTEM,Region 9,California,Transient non-community system,100,,San Joaquin,2,8,39
CA5800824,COUNTRY VILLAGE MOBILE HOME PARK,Region 9,California,Community water system,50,,Yuba,3,7,4
CA5403011,USA PETRO SUPER STOP,Region 9,California,Transient non-community system,200,,Tulare,2,9,6
CA3910012,CITY OF STOCKTON,Region 9,California,Community water system,"183,046",STOCKTON,San Joaquin,111,4,20
CA1000566,FOSTER FARMS - CEDAR HATCHERY,Region 9,California,Non-Transient non-community system,35,,Fresno,4,2,3
CA2000963,"MADERA VALLEY MARKET, LP",Region 9,California,Transient non-community system,500,,Madera,3,0,1
CA1910051,"INGLEWOOD- CITY, WATER DEPT.",Region 9,California,Community water system,"86,584",INGLEWOOD,Los Angeles,20,4,39
CA5000494,TURLOCK MACHINE WORKS,Region 9,California,Non-Transient non-community system,30,,Stanislaus,2,4,12
CA3710050,"CALTRANS, TECATE CVEF",Region 9,California,Transient non-community system,30,,San Diego,2,1,4
CA1000069,SHAVER LAKE HEIGHTS PROP ASSN,Region 9,California,Community water system,345,,Fresno,6,11,7
CA4500089,PINE RIDGE PARK ESTATES,Region 9,California,Community water system,44,,Shasta,2,6,9
CA1000259,NEW HORIZONS MOBILE/RV PARK,Region 9,California,Community water system,82,,Fresno,3,19,11
CA2000612,NORTH FORK ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,500,,Madera,23,43,8
CA2000947,MINARETS HIGH SCHOOL,Region 9,California,Non-Transient non-community system,450,,Madera,33,0,16
CA1000579,OAK KNOLL PROFESSIONAL CTR,Region 9,California,Transient non-community system,25,,Fresno,3,3,3
CA1000362,GOLDEN STATE VINTNERS - FRESNO,Region 9,California,Non-Transient non-community system,41,,Fresno,4,9,12
CA5000072,MULBERRY MHP,Region 9,California,Community water system,148,,Stanislaus,3,9,11
CA3200127,ARLINGTON HEIGHTS MHP,Region 9,California,Community water system,33,,Plumas,4,17,14
CA1900520,THE VILLAGE MOBILE HOME PARK,Region 9,California,Community water system,50,,Los Angeles,6,26,11
CA3303104,JACK IN THE BOX #5328,Region 9,California,Transient non-community system,100,,Riverside,4,1,3
CA0900213,PIONEER PARK WATER SYSTEM,Region 9,California,Transient non-community system,100,,El Dorado,7,8,7
CA5800002,NORTH YUBA LITTLE LEAGUE,Region 9,California,Transient non-community system,100,,Yuba,2,0,4
CA2701553,POND-DEROSA OAKS WC,Region 9,California,Community water system,216,,Monterey,3,9,11
CA2701964,QLORA-SPENCE RD WS,Region 9,California,Non-Transient non-community system,25,,Monterey,2,1,0
CA0900212,HENNINGSEN LOTUS PARK WATER SYSTEM,Region 9,California,Transient non-community system,"1,000",,El Dorado,3,5,3
CA3610085,SAN ANTONIO WATER COMPANY,Region 9,California,Community water system,"3,371",,San Bernardino,26,4,14
CA5700532,YOLO BYPASS WILDLIFE AREA,Region 9,California,Transient non-community system,25,,Yolo,4,10,8
CA3610002,ALPINE WATER USERS ASSOCIATION,Region 9,California,Community water system,"2,534",,San Bernardino,20,3,8
CA5000601,BEST RV CENTER,Region 9,California,Non-Transient non-community system,61,TURLOCK,Stanislaus,2,2,1
CA3400475,HEDGE TRAINING FACILITY,Region 9,California,Non-Transient non-community system,35,SACRAMENTO,Sacramento,2,0,1
CA4500170,MONTGOMERY CREEK SCHOOL,Region 9,California,Non-Transient non-community system,95,,Shasta,5,26,9
CA2600509,PINE GLADE ASSOCIATION,Region 9,California,Transient non-community system,50,,Mono,2,19,3
CA2600574,PARADISE SHORES RV PARK,Region 9,California,Transient non-community system,20,,Mono,3,18,5
CA2600652,BENTON COMMUNITY CENTER,Region 9,California,Transient non-community system,25,,Mono,3,4,6
CA2600626,CROWLEY LAKE PARK,Region 9,California,Transient non-community system,25,,Mono,3,5,6
CA2600627,CHALFANT COMMUNITY CENTER,Region 9,California,Transient non-community system,25,,Mono,3,2,3
CA2600631,WALKER COMMUNITY HALL AND PARK,Region 9,California,Transient non-community system,25,,Mono,3,4,4
CA2600657,BRIDGEPORT RESERVOIR BOAT LANDING,Region 9,California,Transient non-community system,25,,Mono,2,8,4
CA2600581,SAN GABRIEL VALLEY FAMILY CENTER,Region 9,California,Transient non-community system,50,,Mono,5,24,5
CA5800814,BULLARD'S BAR REC FAC WTR SYS,Region 9,California,Community water system,"2,200",,Yuba,3,24,8
CA0900641,FALLEN LEAF MUTUAL WATER CO,Region 9,California,Transient non-community system,385,,El Dorado,3,25,10
CA5100149,BARRY ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,650,,Sutter,4,63,14
CA5800897,COUNTRY MARKET,Region 9,California,Transient non-community system,40,,Yuba,2,1,3
CA4110023,CITY OF SAN BRUNO,Region 9,California,Community water system,"46,085",SAN BRUNO,San Mateo,19,1,18
CA2310010,HOPLAND PUBLIC UTILITY DISTRICT,Region 9,California,Community water system,"1,076",,Mendocino,6,15,7
CA2300605,RIVER ESTATES MUTUAL WATER COMPANY,Region 9,California,Community water system,250,,Mendocino,9,4,5
CA1810700,SIERRA ARMY DEPOT,Region 9,California,Non-Transient non-community system,"1,625",,Lassen,20,7,25
CA1400019,ROUND VALLEY SCHOOL,Region 9,California,Non-Transient non-community system,143,,Inyo,5,5,4
CA4901218,GROSKOPF WAREHOUSE & LOGISTICS,Region 9,California,Non-Transient non-community system,60,,Sonoma,4,29,4
CA4900577,RIO LINDO ADVENTIST ACADEMY,Region 9,California,Community water system,358,,Sonoma,7,11,6
CA5403032,MONROVIA NURSERY - NURSERY,Region 9,California,Non-Transient non-community system,599,,Tulare,7,12,6
CA5403055,MONROVIA NURSERY - OFFICE,Region 9,California,Non-Transient non-community system,38,,Tulare,3,10,10
CA5403127,MONROVIA NURSERY - VENICE HILLS,Region 9,California,Non-Transient non-community system,34,,Tulare,2,5,4
CA1910075,LOS ANGELES CWWD 21-KAGEL CANYON,Region 9,California,Community water system,559,,Los Angeles,6,1,20
CA1503681,COLUMBINE VINEYARDS PLANT 1 WATER SYSTEM,Region 9,California,Non-Transient non-community system,35,,Kern,2,0,2
CA1503226,QVWD-WEST & EAST COMBINED WATER SYSTEM,Region 9,California,Community water system,207,,Kern,10,24,6
CA4700501,LAKE SISKIYOU CAMPGROUND,Region 9,California,Transient non-community system,"1,800",,Siskiyou,4,25,8
CA1200566,ORLEANS MUTUAL WATER CO.,Region 9,California,Community water system,85,,Humboldt,3,51,8
CA1400064,BERNASCONI EDUCATION CENTER,Region 9,California,Non-Transient non-community system,244,,Inyo,2,2,7
CA1502581,SUNVIEW COLD STORAGE WATER SYSTEM,Region 9,California,Non-Transient non-community system,130,,Kern,4,8,8
CA1503374,"MARKO ZANINOVICH, INC. - POND ROAD",Region 9,California,Non-Transient non-community system,100,,Kern,3,5,4
CA1400002,STARLITE COMMUNITY SERVICE DISTRICT,Region 9,California,Community water system,231,,Inyo,10,6,6
CA1400024,ROCKING K RANCH ESTATES MUTUAL WATER CO.,Region 9,California,Community water system,30,,Inyo,4,3,11
CA1400034,KEOUGH'S HOT SPRINGS,Region 9,California,Community water system,175,,Inyo,3,12,11
CA1400046,SCHOBER LANE CAMPGROUND,Region 9,California,Transient non-community system,150,,Inyo,3,4,4
CA1400059,BROOKSIDE MOBILE HOME PARK,Region 9,California,Community water system,126,,Inyo,4,4,8
CA0605013,T&P FARMS,Region 9,California,Transient non-community system,25,,Colusa,2,0,1
CA1300686,SIDEWINDER CHEVRON,Region 9,California,Transient non-community system,30,,Imperial,3,3,2
CA1800632,POINT HORIZON INSTITUTE,Region 9,California,Transient non-community system,72,,Lassen,4,3,13
CA0900422,CRYSTAL CAVES MHP,Region 9,California,Community water system,112,,El Dorado,5,9,4
CA0900410,LATROBE ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,65,,El Dorado,6,10,16
CA1000221,EASTON AUTHORITY JPA,Region 9,California,Non-Transient non-community system,"1,000",,Fresno,10,19,16
CA1000204,AMERICAN UNION SCHOOL,Region 9,California,Non-Transient non-community system,250,,Fresno,2,31,7
CA4900728,EVERGREEN MOBILE ESTATES,Region 9,California,Community water system,70,,Sonoma,3,14,3
CA2700709,RANCHO BORROMEO MWS,Region 9,California,Community water system,100,,Monterey,2,15,11
CA2300873,CAMP NAVARRO,Region 9,California,Transient non-community system,279,,Mendocino,3,3,2
CA1502383,NORD ROAD WATER ASSOCIATION,Region 9,California,Community water system,32,,Kern,3,87,5
CA3810010,SAN FRANCISCO INTERNATIONAL AIRPORT,Region 9,California,Non-Transient non-community system,"39,500",,San Francisco,3,5,13
CA3500509,TRES PINOS CWD,Region 9,California,Community water system,350,,San Benito,3,14,12
CA0900205,CAMP LOTUS WATER SYSTEM,Region 9,California,Transient non-community system,"1,000",,El Dorado,6,10,3
CA2010800,CENTRAL CA WOMENS FACILITY,Region 9,California,Community water system,"2,374",,Madera,8,0,8
CA2310013,POINT ARENA WATER WORKS,Region 9,California,Community water system,472,,Mendocino,10,1,7
CA3600772,UCLA UNICAMP - CAMP RIVER GLEN,Region 9,California,Transient non-community system,268,,San Bernardino,3,1,16
CA1500443,CANYON MEADOWS MUTUAL WATER,Region 9,California,Community water system,394,,Kern,7,13,7
CA2000512,EAST ACRES MUTUAL WATER COMPANY,Region 9,California,Community water system,250,,Madera,25,37,9
CA4901286,KELLER ESTATE WINERY,Region 9,California,Transient non-community system,40,,Sonoma,4,1,2
CA5800820,RIVER HIGHLANDS CSD,Region 9,California,Community water system,200,,Yuba,4,5,6
CA5800853,SYCAMORE RANCH (EXEMPT),Region 9,California,Transient non-community system,100,,Yuba,3,1,5
CA2900535,PLEASANT RIDGE SCHOOL,Region 9,California,Non-Transient non-community system,120,,Nevada,6,14,15
CA3100023,AUBURN MOBILE HOME VILLAGE,Region 9,California,Community water system,59,,Placer,3,12,43
CA5403088,KENNEDY MEADOWS GENERAL STORE,Region 9,California,Transient non-community system,120,,Tulare,3,4,1
CA2300617,LITTLE RIVER INN,Region 9,California,Non-Transient non-community system,117,,Mendocino,10,26,5
CA3410802,RICHARD A. MCGEE TRAINING CENTER,Region 9,California,Non-Transient non-community system,975,,Sacramento,8,2,16
CA4300833,SANTA CLARA VALLEY MEDICAL CENTER,Region 9,California,Non-Transient non-community system,"3,000",,Santa Clara,3,8,5
CA4901403,SBRAGIA WINERY,Region 9,California,Transient non-community system,35,,Sonoma,3,1,1
CA4200931,ANDREW MURRAY VINEYARD,Region 9,California,Transient non-community system,50,,Santa Barbara,4,0,7
CA5000600,MID VALLEY NUT CO,Region 9,California,Non-Transient non-community system,60,HUGHSON,Stanislaus,2,3,0
CA5601605,PINE MOUNTAIN INN WATER SYSTEM,Region 9,California,Transient non-community system,25,,Ventura,5,15,7
CA3301238,EISENHOWER MEDICAL CENTER(WATER),Region 9,California,Non-Transient non-community system,"2,300",,Riverside,9,25,13
CA1600303,KEENAN FARMS INC.,Region 9,California,Non-Transient non-community system,174,,Kings,5,0,13
CA2600620,MOUNTAIN MEADOWS MWC,Region 9,California,Community water system,366,,Mono,6,27,19
CA0900308,QUINTETTE SERVICE CORP WATER,Region 9,California,Community water system,79,,El Dorado,3,22,5
CA3301297,HADLEY DATE GARDENS,Region 9,California,Transient non-community system,50,,Riverside,2,9,7
CA3610014,"COLTON, CITY OF",Region 9,California,Community water system,"55,430",COLTON,San Bernardino,47,0,14
CA4500066,CLEAR CREEK MOBILE PARK,Region 9,California,Community water system,75,,Shasta,7,9,12
CA4410800,BEN LOMOND CONSERVATION CAMP,Region 9,California,Non-Transient non-community system,100,,Santa Cruz,4,18,8
CA4700528,SISKIYOU CO. ROLLING HILLS MWC,Region 9,California,Community water system,300,,Siskiyou,4,8,5
CA1200637,DEAN CREEK RESORT,Region 9,California,Transient non-community system,275,,Humboldt,7,3,10
CA4900736,CLEAR CREEK WATER COMPANY,Region 9,California,Community water system,40,,Sonoma,3,8,4
CA1000542,USED PALLET COMPANY,Region 9,California,Non-Transient non-community system,60,,Fresno,6,17,5
CA5602408,RIO SCHOOL DIST/ RIO REAL SCHOOL,Region 9,California,Non-Transient non-community system,550,,Ventura,3,5,11
CA5602406,RIO SCHOOL DIST/RIO DEL VALLE SCHOOL,Region 9,California,Non-Transient non-community system,820,,Ventura,4,6,11
CA2010005,YOSEMITE SPRING PARK UTIL CO,Region 9,California,Community water system,"6,224",,Madera,53,26,12
CA4500097,SALT CREEK RESORT LLC,Region 9,California,Transient non-community system,52,,Shasta,4,11,3
CA4600103,TNF-LOGANVILLE CG,Region 9,California,Transient non-community system,70,,Sierra,3,2,8
CA1206004,PALMER CREEK CSD,Region 9,California,Community water system,320,,Humboldt,5,3,8
CA4901018,GUNDLACH BUNDSCHU WINERY,Region 9,California,Non-Transient non-community system,50,,Sonoma,3,5,2
CA3107343,STEPHENS RANCH LLC AQUA,Region 9,California,Transient non-community system,25,,Placer,2,0,1
CA5403148,COURAGE TO CHANGE,Region 9,California,Non-Transient non-community system,92,,Tulare,2,1,2
CA5403042,CALIFORNIA DAIRIES INC TIPTON,Region 9,California,Non-Transient non-community system,130,,Tulare,6,1,6
CA2600543,TOPAZ LAKE MOBILE HOME PARK,Region 9,California,Transient non-community system,22,,Mono,3,37,5
CA4300596,COYOTE CREEK GOLF CLUB,Region 9,California,Non-Transient non-community system,110,,Santa Clara,5,12,6
CA0510011,SNOWSHOE SPRINGS ASSN.,Region 9,California,Community water system,596,,Calaveras,3,5,12
CA2400342,CALIFORNIA FRESH FARMS,Region 9,California,Non-Transient non-community system,60,,Merced,5,17,3
CA3600139,JUBILEE MWC,Region 9,California,Community water system,710,,San Bernardino,4,10,41
CA1510054,PINON PINES MWC,Region 9,California,Community water system,642,,Kern,7,31,6
CA5610019,CAMARILLO WATER DEPT,Region 9,California,Community water system,"43,831",,Ventura,23,0,20
CA2210924,YOSEMITE WEST WATER SYSTEM,Region 9,California,Community water system,420,,Mariposa,5,13,6
CA3600771,CAMP ALANDALE,Region 9,California,Transient non-community system,25,,San Bernardino,5,0,30
