PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits
CA4300638,SAN MARTIN FOOTHILLS WATER COMPANY,Region 9,California,Community water system,140,,Santa Clara,3,21,6
CA0500027,LILI VALLEY WATER CO.,Region 9,California,Community water system,99,,Calaveras,8,14,8
CA3710319,OCOTILLO WELLS - HOLMES CAMP,Region 9,California,Transient non-community system,26,,San Diego,3,1,4
CA3710301,OCOTILLO WELLS SMVRA - HQ,Region 9,California,Transient non-community system,110,,San Diego,4,1,7
CA1000512,FRESNO LOGISTICS,Region 9,California,Non-Transient non-community system,150,,Fresno,3,21,7
CA4300715,TWIN CREEKS PROPERTIES,Region 9,California,Community water system,75,,Santa Clara,4,28,2
CA2810013,BERRYESSA HIGHLANDS,Region 9,California,Community water system,"1,155",,Napa,3,7,10
CA5510005,TWAIN HARTE COMMUNITY SERVICES DISTRICT,Region 9,California,Community water system,"2,226",,Tuolumne,6,3,14
CA5500245,MOUNTAIN SPRINGS GOLF COURSE,Region 9,California,Transient non-community system,50,,Tuolumne,3,0,4
CA4010830,CALIFORNIA MENS COLONY,Region 9,California,Community water system,"15,000",,San Luis Obispo,12,2,14
CA4100529,CAMP LOMA MAR,Region 9,California,Community water system,120,,San Mateo,4,44,29
CA2900507,TAHOE TIMBER TRAILS,Region 9,California,Transient non-community system,250,,Nevada,5,0,9
CA2900520,CAMP ROSS RELLES,Region 9,California,Transient non-community system,150,,Nevada,3,6,5
CA4100605,SKYLAWN MEMORIAL PARK (SKYLAWN INC),Region 9,California,Non-Transient non-community system,36,,San Mateo,2,65,3
CA4300951,"SYNGENTA SEEDS, INC.- PLANT",Region 9,California,Non-Transient non-community system,25,,Santa Clara,2,2,4
CA1503104,BURTCH CONSTRUCTION,Region 9,California,Non-Transient non-community system,49,,Kern,3,11,2
CA4900563,MISSION HIGHLANDS MUTUAL WATER CO.,Region 9,California,Community water system,200,,Sonoma,5,6,3
CA5500160,YOSEMITE RIVERSIDE INN,Region 9,California,Transient non-community system,60,,Tuolumne,4,3,3
CA2900523,WASHINGTON WATER DISTRICT,Region 9,California,Community water system,400,,Nevada,3,31,14
CA2900531,CREEKSIDE VILLAGE,Region 9,California,Community water system,300,,Nevada,2,8,4
CA2900533,HARMONY RIDGE RESORT,Region 9,California,Transient non-community system,200,,Nevada,5,1,8
CA2900534,SKIPPERS COVE,Region 9,California,Transient non-community system,"1,000",,Nevada,3,25,6
CA2900535,PLEASANT RIDGE SCHOOL,Region 9,California,Non-Transient non-community system,120,,Nevada,5,14,11
CA3200617,RIVER RANCH R.V. PARK,Region 9,California,Transient non-community system,30,,Plumas,4,0,3
CA3200704,LNF ALMANOR CG,Region 9,California,Transient non-community system,50,,Plumas,4,0,4
CA3205003,GOLD MOUNTAIN CSD,Region 9,California,Community water system,100,,Plumas,8,2,6
CA3205005,GRIZZLY CREEK RANCH SHF,Region 9,California,Transient non-community system,300,,Plumas,6,3,5
CA3205011,BUCKS LAKE MARINA,Region 9,California,Transient non-community system,45,,Plumas,4,1,2
CA3301097,CAMP JOE SCHERMAN,Region 9,California,Transient non-community system,100,,Riverside,6,17,5
CA3301100,CAMP RONALD MCDONALD FOR G.T.,Region 9,California,Transient non-community system,180,,Riverside,11,22,8
CA3301122,LISA J MAILS ELEM SCHOOL- WATER,Region 9,California,Non-Transient non-community system,750,,Riverside,8,0,2
CA3301148,COACHELLA VALLEY PUBLIC CEMETERY,Region 9,California,Transient non-community system,25,,Riverside,3,15,6
CA3301327,IDYLLWILD PINES CAMP,Region 9,California,Transient non-community system,75,,Riverside,9,3,5
CA3301351,QUIK CHEK WEST,Region 9,California,Transient non-community system,50,,Riverside,3,6,9
CA3301359,KENNEDY GROCERY,Region 9,California,Transient non-community system,450,,Riverside,3,26,7
CA3301631,SKYLAND RANCH CAMP,Region 9,California,Transient non-community system,40,,Riverside,7,13,7
CA3301731,VICTORY RANCH,Region 9,California,Transient non-community system,75,,Riverside,14,11,6
CA3301750,THE WILDLANDS CONSERVANCY,Region 9,California,Transient non-community system,50,,Riverside,3,7,11
CA3301946,COUNTRY CORNERS,Region 9,California,Transient non-community system,25,,Riverside,5,6,8
CA3301979,MADISON CENTER WATER SYSTEM,Region 9,California,Transient non-community system,35,,Riverside,4,1,6
CA3302027,EMPIRE POLO CLUB *OOB*,Region 9,California,Transient non-community system,50,,Riverside,11,0,9
CA3310076,WESTERN MWD (ID A - RAINBOW),Region 9,California,Community water system,122,,Riverside,2,0,3
CA3310049,WESTERN MWD,Region 9,California,Community water system,"50,823",,Riverside,11,0,15
CA3310036,WESTERN MWD - MURRIETA DIVISION,Region 9,California,Community water system,"6,840",,Riverside,21,7,12
CA3310075,WESTERN MWD (ARLINGTON),Region 9,California,Community water system,0,,Riverside,11,0,9
CA4710010,CITY OF TULELAKE,Region 9,California,Community water system,"1,058",TULELAKE,Siskiyou,7,3,10
CA1700728,NORTHERN CALIFORNIA VIPASSANA CENTER,Region 9,California,Transient non-community system,66,,Lake,3,0,1
CA1500517,STOCO MUTUAL WATER COMPANY,Region 9,California,Non-Transient non-community system,85,,Kern,3,30,4
CA1502217,BETHEL IN THE HILLS - PCG CAMP,Region 9,California,Transient non-community system,320,,Kern,2,9,3
CA4901086,KENDALL-JACKSON WINE CENTER,Region 9,California,Transient non-community system,25,,Sonoma,3,7,1
CA5010040,SOUTH SAN JOAQUIN IRRIGATION DISTRICT,Region 9,California,Community water system,50,,Stanislaus,3,1,7
CA5000134,DEPARTMENT OF TRANSPORTATION,Region 9,California,Transient non-community system,"8,900",,Stanislaus,2,9,9
CA5602109,GLENVIEW MOBILE PARK,Region 9,California,Community water system,100,,Ventura,6,33,13
CA3500526,ARNOLD PARK (O BANNON S MHP),Region 9,California,Community water system,25,,San Benito,3,48,7
CA4901017,NACO WEST - RUSSIAN RIVER PRESERVE,Region 9,California,Transient non-community system,150,,Sonoma,3,4,2
CA4901400,TRATTORE WINERY,Region 9,California,Transient non-community system,35,,Sonoma,3,0,0
CA4900841,VINEYARDS INN,Region 9,California,Transient non-community system,40,,Sonoma,8,5,2
CA1010339,CALIFORNIA STATE UNIVERSITY FRESNO,Region 9,California,Community water system,"23,000",,Fresno,20,2,4
CA1010044,"HURON, CITY OF",Region 9,California,Community water system,"7,306",HURON,Fresno,4,41,14
CA1503673,LEHR BROS WATER SYSTEM,Region 9,California,Non-Transient non-community system,45,,Kern,3,0,0
CA4910002,"CLOVERDALE, CITY OF",Region 9,California,Community water system,"8,200",CLOVERDALE,Sonoma,14,13,10
CA4901413,EIGHTH STREET EAST PARTNERS,Region 9,California,Transient non-community system,35,,Sonoma,3,0,0
CA4900935,COPPOLA WINERY #9,Region 9,California,Non-Transient non-community system,35,,Sonoma,9,2,2
CA2300524,PINE BEACH INN,Region 9,California,Transient non-community system,100,,Mendocino,5,3,3
CA3410035,LIGHTHOUSE MARINA RESTAURANT & RESORT,Region 9,California,Transient non-community system,450,,Sacramento,7,5,7
CA1710001,CLEARLAKE OAKS COUNTY WATER DISTRICT,Region 9,California,Community water system,"2,359",,Lake,9,4,19
CA5105006,YUBA CITY USD TRANSPORTATION YARD,Region 9,California,Non-Transient non-community system,75,YUBA CITY,Sutter,2,1,6
CA5100150,CENTRAL GAITHER SCHOOL,Region 9,California,Non-Transient non-community system,250,,Sutter,4,4,14
CA5100149,BARRY ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,650,,Sutter,5,38,12
CA4700626,COVE MOBILE VILLA,Region 9,California,Community water system,128,,Siskiyou,3,14,13
CA5010044,JENNINGS WWTP,Region 9,California,Non-Transient non-community system,43,,Stanislaus,3,1,1
CA1310007,HEBER PUBLIC UTILITY DISTRICT,Region 9,California,Community water system,"6,180",,Imperial,4,12,24
CA1000453,JOHNNY QUIK STORE #149,Region 9,California,Transient non-community system,64,,Fresno,7,10,4
CA4100538,CAMP JONES GULCH,Region 9,California,Community water system,207,,San Mateo,10,2,64
CA4100560,GAZOS CREEK BEACH HOUSE,Region 9,California,Transient non-community system,25,,San Mateo,3,2,6
CA4910006,"PETALUMA, CITY OF",Region 9,California,Community water system,"55,900",PETALUMA,Sonoma,65,2,11
CA1000178,I-5 AND HWY 198 REST AREA,Region 9,California,Non-Transient non-community system,225,,Fresno,3,54,14
CA1000177,I-5 AND PANOCHE DEVELOPMENT,Region 9,California,Non-Transient non-community system,85,,Fresno,3,54,13
CA1000553,TRINITY PRESBYTERIAN CHURCH,Region 9,California,Transient non-community system,450,,Fresno,2,7,1
CA1000377,ST NICHOLAS RANCH & RETREAT,Region 9,California,Non-Transient non-community system,250,,Fresno,6,23,7
CA4301003,VO UU BUDDHIST MEDITATION ASSOCIATION,Region 9,California,Transient non-community system,25,,Santa Clara,3,0,2
CA3900814,TWO RIVERS RV PARK,Region 9,California,Transient non-community system,50,,San Joaquin,3,1,53
CA3900903,FRANKS ONE/STOP FOOD MART WATER SYS,Region 9,California,Transient non-community system,300,,San Joaquin,3,1,37
CA3900583,TIKI LAGUN RESORT & MARINA,Region 9,California,Transient non-community system,50,,San Joaquin,3,24,34
CA3901325,RIPON CHRISTIAN SCHOOLS,Region 9,California,Non-Transient non-community system,900,,San Joaquin,4,8,50
CA1502465,PANAMA ROAD PROPERTY OWNERS ASSOC,Region 9,California,Community water system,50,,Kern,4,10,4
CA5403148,COURAGE TO CHANGE,Region 9,California,Non-Transient non-community system,84,,Tulare,2,1,0
CA0500106,MOUNTAIN RANCH WATER SYSTEM,Region 9,California,Transient non-community system,150,,Calaveras,0,0,0
CA2000951,RANCHO DE VINA,Region 9,California,Transient non-community system,504,,Madera,11,0,0
CA1900913,LILY OF THE VALLEY MOBILE VILLAGE,Region 9,California,Community water system,300,,Los Angeles,6,6,6
CA4901391,EVERETT RIDGE WINERY,Region 9,California,Transient non-community system,40,,Sonoma,2,1,1
CA4901120,RAM'S GATE WINERY,Region 9,California,Transient non-community system,50,,Sonoma,5,6,3
CA3310004,BOX SPRINGS MUTUAL WC,Region 9,California,Community water system,"3,000",,Riverside,8,7,6
CA4500237,SWEET BRIAR CAMP,Region 9,California,Community water system,178,,Shasta,5,7,8
CA5602111,NYELAND ACRES MUTUAL WATER CO,Region 9,California,Community water system,"2,000",,Ventura,7,37,11
CA5610002,FILLMORE WATER DEPT,Region 9,California,Community water system,"15,222",,Ventura,22,4,21
CA2410004,CITY OF LIVINGSTON,Region 9,California,Community water system,"14,894",LIVINGSTON,Merced,37,8,10
CA4300551,HAPPY ACRES MWC,Region 9,California,Community water system,220,,Santa Clara,4,13,5
CA4901246,DOWNTOWN GRATON MUTUAL WATER SYSTEM,Region 9,California,Non-Transient non-community system,80,,Sonoma,6,3,2
CA4900973,GEORGE RANCH MUTUAL WATER COMPANY,Region 9,California,Community water system,75,,Sonoma,6,5,2
CA1510800,CALIF CORRECTNL INST TEHACHAPI,Region 9,California,Community water system,"6,191",,Kern,16,9,15
CA4900588,LAWNDALE MUTUAL WATER COMPANY,Region 9,California,Community water system,200,,Sonoma,3,12,2
CA1805005,SIERRA CASCADE NURSERY,Region 9,California,Transient non-community system,615,,Lassen,4,0,0
CA1000049,HOME CREEK TRACT,Region 9,California,Transient non-community system,68,,Fresno,2,25,6
CA3110051,PLACER CWA - MARTIS VALLEY,Region 9,California,Community water system,"1,218",,Placer,7,0,4
CA3110050,PLACER CWA - APPLEGATE,Region 9,California,Community water system,215,,Placer,3,0,6
CA3110124,PLACER CWA - MONTE VISTA,Region 9,California,Community water system,56,,Placer,5,2,6
CA3110006,PLACER CWA - COLFAX,Region 9,California,Community water system,"2,987",,Placer,3,0,7
CA3110005,PLACER CWA - AUBURN/BOWMAN,Region 9,California,Community water system,"28,588",,Placer,7,0,19
CA3110040,PLACER CWA - BIANCHI ESTATES,Region 9,California,Community water system,122,,Placer,8,0,6
CA3110025,PLACER CWA - FOOTHILL,Region 9,California,Community water system,"78,583",,Placer,20,0,24
CA3110024,PLACER CWA - ALTA,Region 9,California,Community water system,875,,Placer,3,2,7
CA5500019,JENNESS PARK CHRISTIAN CAMP,Region 9,California,Transient non-community system,250,,Tuolumne,5,3,4
CA4410016,FOREST LAKES MWC,Region 9,California,Community water system,"1,200",,Santa Cruz,33,18,7
CA1410006,BIG PINE CSD,Region 9,California,Community water system,"1,040",,Inyo,7,3,1
CA3610301,NPS - KELSO DEPOT,Region 9,California,Transient non-community system,250,,San Bernardino,2,1,1
CA3600322,NPS - MID HILLS,Region 9,California,Transient non-community system,30,,San Bernardino,6,0,3
CA3600321,NPS - HOLE IN THE WALL CAMPGROUND,Region 9,California,Transient non-community system,200,,San Bernardino,5,4,2
CA1100237,WILLOWS MOBILE HOME COMMUNITY & RV PARK,Region 9,California,Community water system,150,,Glenn,5,2,14
CA1700617,LODGE AT BLUE LAKES,Region 9,California,Transient non-community system,100,,Lake,3,3,2
CA2100579,NICASIO VALLEY RANCH MUTUAL,Region 9,California,Community water system,51,,Marin,4,3,1
CA2710702,FORT HUNTER LIGGETT,Region 9,California,Community water system,"5,500",,Monterey,17,7,10
CA4300997,NASA AMES RESEARCH CENTER,Region 9,California,Community water system,"5,300",,Santa Clara,2,1,1
CA5603302,LLOYD-BUTLER MUTUAL WATER COMPANY,Region 9,California,Community water system,25,,Ventura,6,1,2
CA1502549,POPLAR AVENUE COMMUNITY,Region 9,California,Community water system,30,,Kern,4,11,3
CA1000198,TERRY SCHOOL,Region 9,California,Non-Transient non-community system,236,,Fresno,4,4,5
CA1000187,INDIANOLA SCHOOL,Region 9,California,Non-Transient non-community system,511,,Fresno,4,5,9
CA1000367,SELMA HIGH SCHOOL,Region 9,California,Non-Transient non-community system,"2,225",,Fresno,3,10,9
CA5410012,STRATHMORE PUBLIC UTIL DIST,Region 9,California,Community water system,"2,150",,Tulare,13,95,15
CA5410020,"WOODLAKE, CITY OF",Region 9,California,Community water system,"7,300",WOODLAKE,Tulare,12,13,11
CA4900608,SIX ACRES WATER COMPANY,Region 9,California,Community water system,50,,Sonoma,3,15,1
CA2300845,POINT ARENA LIGHTHOUSE KEEPERS,Region 9,California,Transient non-community system,300,,Mendocino,5,3,3
CA4100533,SKYLONDA MUTUAL,Region 9,California,Community water system,350,,San Mateo,11,47,58
CA4510006,CITY OF SHASTA LAKE,Region 9,California,Community water system,"10,164",SHASTA LAKE   4510007,Shasta,3,2,29
CA3301630,BLYTHE - HIDDEN BEACHES,Region 9,California,Community water system,300,,Riverside,5,25,5
CA3301428,BLYTHE - MESA RANCH,Region 9,California,Community water system,200,,Riverside,10,8,5
CA3310003,BLYTHE - CITY OF,Region 9,California,Community water system,"12,155",BLYTHE,Riverside,49,6,13
CA3110003,FORESTHILL PUBLIC UTILITY DIST,Region 9,California,Community water system,"5,500",,Placer,5,0,28
CA2210943,MARIPOSA INDUSTRIAL PARK WATER COMPANY,Region 9,California,Non-Transient non-community system,25,,Mariposa,3,1,2
CA3901350,BOETHING TREELAND FARMS INC,Region 9,California,Non-Transient non-community system,30,,San Joaquin,4,4,33
CA3901360,HOLIDAY HARBOR MARINA,Region 9,California,Transient non-community system,100,,San Joaquin,4,9,36
CA2400170,HILMAR CHEESE COMPANY,Region 9,California,Non-Transient non-community system,"1,000",,Merced,12,0,1
CA5400761,LAKE ELOWIN RESORT,Region 9,California,Transient non-community system,40,,Tulare,3,6,5
CA4900999,KORBEL BROTHERS WINERY,Region 9,California,Non-Transient non-community system,190,,Sonoma,8,2,1
CA4900716,CINNABAR ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,228,,Sonoma,3,5,2
CA4910017,"WINDSOR, TOWN OF",Region 9,California,Community water system,"26,955",,Sonoma,24,3,8
CA5400934,PONDEROSA CSD,Region 9,California,Community water system,200,,Tulare,7,25,4
CA5400679,MOTEL 99,Region 9,California,Transient non-community system,60,,Tulare,3,10,6
CA5403072,MOUNTAIN AIRE MUTUAL WATER CO,Region 9,California,Transient non-community system,25,,Tulare,3,7,2
CA5403152,MOUNTAIN VIEW COLD STORAGE,Region 9,California,Non-Transient non-community system,135,,Tulare,3,2,0
CA5403156,PAN AMERICAN BALLROOM,Region 9,California,Transient non-community system,750,,Tulare,3,1,0
CA5403120,PANADERIA LA CABANA,Region 9,California,Transient non-community system,155,,Tulare,3,5,2
CA5400724,PANORAMA PARK FIRE PRO CO,Region 9,California,Transient non-community system,90,,Tulare,5,14,4
CA5403081,"PETERS FRUIT FARMS, INC",Region 9,California,Transient non-community system,125,,Tulare,3,5,2
CA5400732,PIERPOINT SPRINGS WATER CO.,Region 9,California,Community water system,165,,Tulare,3,14,2
CA5400882,PLEASANT VIEW  ELEMENTARY,Region 9,California,Non-Transient non-community system,527,,Tulare,2,7,5
CA5400961,QUAKER MEADOW CAMP,Region 9,California,Transient non-community system,200,,Tulare,3,9,2
CA5400921,CEDAR SLOPE WATER CO,Region 9,California,Transient non-community system,25,,Tulare,5,26,3
CA1210322,PRAIRIE CREEK SP-STATE PARKS,Region 9,California,Transient non-community system,"1,615",,Humboldt,3,0,5
CA1210321,STONE LAGOON-STATE PARKS,Region 9,California,Transient non-community system,400,,Humboldt,3,2,4
CA1210320,GOLD BLUFFS BEACH CG-STATE PARKS,Region 9,California,Transient non-community system,"1,020",,Humboldt,3,1,4
CA1210319,PATRICK'S POINT SP-STATE PARKS,Region 9,California,Transient non-community system,"2,000",,Humboldt,4,3,6
CA0810303,JEDEDIAH SMITH STATE PARK,Region 9,California,Transient non-community system,"2,202",,Del Norte,7,0,9
CA0810300,DEL NORTE COAST STATE PARK,Region 9,California,Transient non-community system,"1,042",,Del Norte,3,0,9
CA4800527,RANCHOTEL,Region 9,California,Transient non-community system,26,,Solano,3,1,5
CA3010062,CITY OF GARDEN GROVE,Region 9,California,Community water system,"170,883",GARDEN GROVE,Orange,94,0,22
CA5400629,SEQUOIA RV RANCH,Region 9,California,Transient non-community system,19,,Tulare,5,40,6
CA5401099,SIERRA CHRISTIAN CAMP,Region 9,California,Transient non-community system,150,,Tulare,5,6,4
CA5400940,SIERRA KING HOMEOWNERS ASSN,Region 9,California,Community water system,120,,Tulare,5,8,4
CA5403073,SLATE MTN HOMEOWNERS ASSOCIATION,Region 9,California,Transient non-community system,60,,Tulare,5,0,0
CA3601181,IVANPAH SOLAR THERMAL POWER PLANT,Region 9,California,Non-Transient non-community system,56,,San Bernardino,2,0,0
CA3601182,HIGH DESERT DETENTION CENTER,Region 9,California,Community water system,300,,San Bernardino,4,0,0
CA3200162,TAYLORSVILLE CAMPGROUND,Region 9,California,Transient non-community system,25,,Plumas,1,0,0
CA3200180,CROCKER SPRINGS RV PARK,Region 9,California,Transient non-community system,40,,Plumas,2,0,0
CA3200185,Lower Bucks Lake LDS Camp,Region 9,California,Transient non-community system,220,,Plumas,2,0,3
CA3200207,PSREC- Portola Office,Region 9,California,Non-Transient non-community system,25,,Plumas,3,0,0
CA3200208,Red Barn MHP,Region 9,California,Transient non-community system,25,,Plumas,2,0,0
CA2400154,INGOMAR PACKING,Region 9,California,Non-Transient non-community system,200,,Merced,2,10,1
CA2400079,MCSWAIN ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,950,,Merced,4,3,3
CA2400078,TURLOCK GOLF & COUNTRY CLUB,Region 9,California,Non-Transient non-community system,56,,Merced,4,5,1
CA2400065,PLAINSBURG ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,150,,Merced,2,3,2
CA2400220,STEVINSON RANCH GOLF CLUB,Region 9,California,Non-Transient non-community system,40,,Merced,2,1,0
CA1502620,POND MUTUAL WATER COMPANY,Region 9,California,Community water system,48,,Kern,2,13,3
CA1910067,"LOS ANGELES-CITY, DEPT. OF WATER & POWER",Region 9,California,Community water system,"3,894,439",LOS ANGELES,Los Angeles,368,2,285
CA3310007,COACHELLA WATER AUTHORITY,Region 9,California,Community water system,"41,904",COACHELLA,Riverside,32,10,12
CA4910302,CSP-SUGARLOAF RIDGE STATE PARK,Region 9,California,Transient non-community system,200,,Sonoma,3,1,2
CA2810300,CSP - BALE GRIST MILL STATE HISTORIC PAR,Region 9,California,Transient non-community system,350,,Napa,2,2,2
CA2110305,CSP - MT TAM EAST PEAK SYSTEM,Region 9,California,Transient non-community system,75,,Marin,5,0,1
CA2110303,CSP - TOMALES BAY ST PARK,Region 9,California,Transient non-community system,500,,Marin,5,1,4
CA2110302,CSP - ANGEL ISLAND ST PARK,Region 9,California,Transient non-community system,"2,000",,Marin,10,0,4
CA2110301,CSP - MT TAM THEATRE WELL,Region 9,California,Transient non-community system,500,,Marin,9,1,4
CA2110300,CSP - SAMUEL TAYLOR ST PARK,Region 9,California,Transient non-community system,300,,Marin,19,2,5
CA5410800,MOUNTAIN HOME CONSERV CAMP,Region 9,California,Non-Transient non-community system,120,,Tulare,3,2,3
CA4900815,PALMS INN,Region 9,California,Non-Transient non-community system,300,,Sonoma,3,36,2
CA4700891,JUNIPER VILLAGE FARM LABOR HOUSING,Region 9,California,Transient non-community system,200,DORRIS,Siskiyou,1,0,1
CA4901259,STONESTREET WINERY,Region 9,California,Transient non-community system,35,,Sonoma,3,1,2
CA4901208,VALLEY OF THE MOON PLAZA SHOPPING CENTER,Region 9,California,Transient non-community system,100,,Sonoma,3,11,1
CA5500089,EVERGREEN LODGE,Region 9,California,Transient non-community system,225,,Tuolumne,15,0,8
CA1502673,GATEWAY MARKET WATER SYSTEM,Region 9,California,Transient non-community system,150,,Kern,2,1,1
CA1503270,LAKE ISABELLA COMMUNITY SERVICES DIST,Region 9,California,Community water system,500,,Kern,9,5,3
CA1206009,MATTOLE CAMPGROUND BLM,Region 9,California,Transient non-community system,75,,Humboldt,4,2,3
CA5601301,VENTURA BOYSCOUT COUNCIL,Region 9,California,Transient non-community system,256,,Ventura,3,3,6
CA1502750,RIVERVIEW HOMEOWNERS ASSOCIATION,Region 9,California,Community water system,40,,Kern,2,17,3
CA1500495,AERA ENERGY-LLC,Region 9,California,Community water system,70,,Kern,8,10,4
CA1100448,PLAZA ELEMENTARY SCHOOL,Region 9,California,Non-Transient non-community system,150,,Glenn,2,0,10
CA2100560,TOMALES ELEM & MIDDLE SCHOOL,Region 9,California,Non-Transient non-community system,265,,Marin,3,4,3
CA2100538,TOMALES HIGH SCHOOL,Region 9,California,Non-Transient non-community system,227,,Marin,6,2,2
CA2100577,SHORELINE SCHOOL DIST: BUS GARAGE,Region 9,California,Transient non-community system,26,,Marin,3,1,2
CA3610045,LACSD - RIMFOREST,Region 9,California,Community water system,69,,San Bernardino,10,3,5
CA3610005,LAKE ARROWHEAD CSD,Region 9,California,Community water system,"12,424",,San Bernardino,23,0,8
CA4100575,CSP - ANO NUEVO STATE RESERVE,Region 9,California,Transient non-community system,600,,San Mateo,7,2,7
CA4110029,BUTANO STATE PARK - CSP,Region 9,California,Transient non-community system,500,,San Mateo,3,4,6
CA2600503,CROWLEY LAKE CAMPLAND,Region 9,California,Transient non-community system,25,,Mono,3,30,7
CA2600505,TWIN LAKES ENT.,Region 9,California,Transient non-community system,300,,Mono,5,31,29
CA3210008,EAST QUINCY SERVICES DISTRICT,Region 9,California,Community water system,"2,572",,Plumas,11,3,19
CA2203051,SEVEN DAY ADVENTIST CAMP,Region 9,California,Transient non-community system,338,,Mariposa,4,1,3
CA1910213,"TORRANCE-CITY, WATER DEPT.",Region 9,California,Community water system,"115,000",TORRANCE,Los Angeles,29,4,31
CA5400529,SHADY GROVE  MHP,Region 9,California,Community water system,137,,Tulare,2,22,6
CA5400964,SIERRA VISTA ASSN,Region 9,California,Community water system,44,,Tulare,3,4,0
CA5400805,SOULTS MUTUAL WATER CO,Region 9,California,Community water system,120,,Tulare,3,41,5
CA5400959,RM PYLES BOYS CAMP,Region 9,California,Transient non-community system,110,,Tulare,9,1,1
CA5403149,RANCHO LOPEZ,Region 9,California,Community water system,60,,Tulare,2,0,0
CA5400556,RIVER RETREAT MUTUAL,Region 9,California,Community water system,100,,Tulare,5,6,1
CA5403157,ROBERT JACKSON HOME/BED & BREAKFAST,Region 9,California,Transient non-community system,225,,Tulare,2,0,0
CA5400884,ROCKFORD SCHOOL,Region 9,California,Non-Transient non-community system,240,,Tulare,5,10,4
CA1503392,FOUR TWENTY 420 CLUB,Region 9,California,Transient non-community system,150,,Kern,2,18,1
CA4901412,CAST ESTATE VINEYARDS & CELLARS,Region 9,California,Transient non-community system,50,,Sonoma,3,0,0
CA1000443,BLUFF POINT GOLF COURSE,Region 9,California,Transient non-community system,25,,Fresno,2,7,5
CA0706055,TUGS,Region 9,California,Transient non-community system,70,,Contra Costa,3,10,15
CA5403039,TEA POT DOME WATER CO,Region 9,California,Transient non-community system,25,,Tulare,3,2,5
CA5400699,KAWEAH HIGH SCHOOL,Region 9,California,Non-Transient non-community system,150,,Tulare,3,13,6
CA2400233,GONZALES FOOD FACILITY,Region 9,California,Transient non-community system,60,,Merced,3,2,0
CA1310001,"BRAWLEY, CITY OF",Region 9,California,Community water system,"25,906",BRAWLEY,Imperial,4,3,30
CA5403113,SOUTH FORK ESTATES MUTUAL WATER CO,Region 9,California,Community water system,76,,Tulare,4,3,4
CA5400581,SPEARE CREEK CABIN OWNERS ASSOC,Region 9,California,Transient non-community system,52,,Tulare,4,4,7
CA5400737,ST ANTHONY'S RETREAT,Region 9,California,Transient non-community system,130,,Tulare,5,12,4
CA1910052,CAL/AM WATER COMPANY - BALDWIN HILLS,Region 9,California,Community water system,"23,762",,Los Angeles,20,2,16
CA1910186,CAL-AM WATER COMPANY - DUARTE,Region 9,California,Community water system,"28,676",,Los Angeles,22,0,10
CA1910139,CAL/AM WATER COMPANY - SAN MARINO,Region 9,California,Community water system,"54,011",,Los Angeles,71,0,23
CA5400543,SUGARLOAF VILLAGE MUTUAL W C,Region 9,California,Transient non-community system,70,,Tulare,9,1,1
CA5400714,SUNDALE UNION SCHOOL,Region 9,California,Non-Transient non-community system,450,,Tulare,2,4,5
CA5400881,SUNRISE MUTUAL WATER CO.,Region 9,California,Community water system,140,,Tulare,3,14,6
CA5400538,TCOVE,Region 9,California,Transient non-community system,26,,Tulare,3,6,0
CA2400215,STEVINSON RANCH COTTAGES,Region 9,California,Transient non-community system,150,,Merced,5,0,2
CA5500151,CAMP JACK HAZARD,Region 9,California,Transient non-community system,50,,Tuolumne,6,28,10
CA4901129,VIANSA WINERY,Region 9,California,Non-Transient non-community system,200,,Sonoma,2,6,1
CA1010025,CITY OF PARLIER,Region 9,California,Community water system,"12,058",PARLIER,Fresno,22,13,11
CA3610050,"UPLAND, CITY OF",Region 9,California,Community water system,"78,791",UPLAND,San Bernardino,43,1,10
CA3610086,WEST END CONSOLIDATED WATER COMPANY,Region 9,California,Community water system,0,,San Bernardino,15,0,8
CA3010027,CITY OF ORANGE,Region 9,California,Community water system,"138,640",ORANGE,Orange,61,0,25
CA2400176,ST. PAUL LUTHERAN DAY CARE,Region 9,California,Non-Transient non-community system,50,,Merced,2,0,3
CA5400523,EL MONTE VILLAGE MHP,Region 9,California,Community water system,100,,Tulare,2,29,7
CA5400623,WESTERN - HOLIDAY LODGE,Region 9,California,Transient non-community system,100,,Tulare,5,18,7
CA5400651,BEVERLY GRAND MUTUAL WATER,Region 9,California,Community water system,108,,Tulare,2,37,5
CA4300976,SEED TESTING REAL ESTATE II LLC,Region 9,California,Non-Transient non-community system,40,,Santa Clara,4,1,3
CA1500481,RIVERNOOK CAMPGROUND,Region 9,California,Community water system,152,,Kern,7,10,3
CA4901346,DELORES LANE WATER SYSTEM,Region 9,California,Community water system,50,,Sonoma,4,3,2
CA5403042,CALIFORNIA DAIRIES INC,Region 9,California,Non-Transient non-community system,100,,Tulare,3,1,4
CA5403140,MONARCH NUT CO,Region 9,California,Non-Transient non-community system,25,,Tulare,2,20,3
