"","PWS.ID","PWS.Name.x","Counties.Served.x","PWS.Type.2015","PWS.Name.y","PWS.Type","Counties.Served.y"
"13","CA1503684",NA,NA,NA,"148 EAST WATER SYSTEM","Community water system","Kern"
"14","CA1105007",NA,NA,NA,"FARMERS BREWING CO.,LLC","Transient non-community system","Glenn"
"15","CA0605012",NA,NA,NA,"ADAM'S VEGETABLE OILS","Non-Transient non-community system","Colusa"
"16","CA4200973",NA,NA,NA,"FOLDED HILLS WINERY","Transient non-community system","Santa Barbara"
"17","CA2300518",NA,NA,NA,"NELSON FAMILY VINEYARDS","Non-Transient non-community system","Mendocino"
"18","CA2800066",NA,NA,NA,"MIRA WINERY","Transient non-community system","Napa"
"19","CA1800585",NA,NA,NA,"LASSEN COMMUNITY COLLEGE DIST.","Non-Transient non-community system","Lassen"
"20","CA4500063",NA,NA,NA,"CEDAR CREEK MOBILEHOME PARK","Community water system","Shasta"
"21","CA5000383",NA,NA,NA,"TAQUERIA RANCHO ALEGRE","Transient non-community system","Stanislaus"
"22","CA4301011",NA,NA,NA,"NESTLDOWN RANCH","Transient non-community system","Santa Clara"
"23","CA1000424",NA,NA,NA,"PRATHER WATER DISTRICT","Non-Transient non-community system","Fresno"
"24","CA1700738",NA,NA,NA,"BOATIQUE WINES","Transient non-community system","Lake"
"25","CA0105018",NA,NA,NA,"PURPLE ORCHID RESORT SPA","Transient non-community system","Alameda"
"26","CA2800051",NA,NA,NA,"CHAPPELLET WINERY","Transient non-community system","Napa"
"27","CA3700959",NA,NA,NA,"WARNER SPRINGS RANCH RESORT LLC","Non-Transient non-community system","San Diego"
"28","CA2800052",NA,NA,NA,"ITALICS WINERY","Transient non-community system","Napa"
"29","CA0300095",NA,NA,NA,"AMADOR FLOWER FARM","Transient non-community system","Amador"
"30","CA0900116",NA,NA,NA,"MOTHER LODE WATER SYSTEM","Transient non-community system","El Dorado"
"31","CA2400341",NA,NA,NA,"PACIFIC UNION PACKING","Transient non-community system","Merced"
"32","CA1200823",NA,NA,NA,"ANGELINA","Transient non-community system","Humboldt"
"33","CA5200600",NA,NA,NA,"GURNSEY AVENUE MUTUAL WATER SYSTEM","Community water system","Tehama"
"34","CA0105019",NA,NA,NA,"SUNOL SUPER STOP","Transient non-community system","Alameda"
"35","CA4200974",NA,NA,NA,"MAIN STREET PRODUCE","Non-Transient non-community system","Santa Barbara"
"36","CA1000620",NA,NA,NA,"DOLLAR GENERAL STORE  #15320","Transient non-community system","Fresno"
"37","CA5700734",NA,NA,NA,"DOLLAR GENERAL STORE #16171","Transient non-community system","Yolo"
"38","CA4901426",NA,NA,NA,"HORSE & PLOW TASTING ROOM","Transient non-community system","Sonoma"
"39","CA2300903",NA,NA,NA,"FLOODGATE WATER SYSTEM","Transient non-community system","Mendocino"
"40","CA2300950",NA,NA,NA,"MENDOCINO COUNTY FAIRGROUNDS","Transient non-community system","Mendocino"
"41","CA2700521",NA,NA,NA,"CEA DEVELOPMENT, LLC WS","Non-Transient non-community system","Monterey"
"42","CA4700875",NA,NA,NA,"KLAMATH BASIN NATIONAL WILDLIFE REFUGE","Transient non-community system","Siskiyou"
"43","CA5000592",NA,NA,NA,"MID VALLEY AG","Non-Transient non-community system","Stanislaus"
"44","CA0400021",NA,NA,NA,"ROBINSON'S CORNER MHP","Community water system","Butte"
"45","CA2801020",NA,NA,NA,"ESPINOZA WATER SYSTEM","Community water system","Napa"
"46","CA3600490",NA,NA,NA,"CRAB FLATS CAMPGROUND","Transient non-community system","San Bernardino"
"47","CA2800008",NA,NA,NA,"GOOSECROSS CELLARS","Transient non-community system","Napa"
"48","CA3601185",NA,NA,NA,"MOJAVE SOLAR PROJECT BETA POWER PLANT","Non-Transient non-community system","San Bernardino"
"49","CA3601184",NA,NA,NA,"MOJAVE SOLAR PROJECT ALPHA POWER PLANT","Non-Transient non-community system","San Bernardino"
"50","CA1000305",NA,NA,NA,"MUSICK CREEK INN","Transient non-community system","Fresno"
"51","CA0900109",NA,NA,NA,"DRU BARNER CAMPGROUND","Transient non-community system","El Dorado"
"52","CA1503243",NA,NA,NA,"HONDA PROVING CENTER","Non-Transient non-community system","Kern"
"53","CA2800047",NA,NA,NA,"ASHES & DIAMONDS WINERY","Non-Transient non-community system","Napa"
"54","CA4000829",NA,NA,NA,"VINES R.V. RESORT","Transient non-community system","San Luis Obispo"
"55","CA2000956",NA,NA,NA,"QUADY RESIDENCE AND WNERY","Transient non-community system","Madera"
"56","CA4100552",NA,NA,NA,"OPTIMISTS VOLUNTEERS FOR YOUTH","Transient non-community system","San Mateo"
"57","CA2900508",NA,NA,NA,"KINGVALE PROPERTY OWNERS & WATER USERS","Non-Transient non-community system","Nevada"
"58","CA1105005",NA,NA,NA,"OLIVAREZ HONEY BEES","Non-Transient non-community system","Glenn"
"59","CA5000457",NA,NA,NA,"ONE STOP WS","Transient non-community system","Stanislaus"
"60","CA5000557",NA,NA,NA,"VILLAGE FOOD MART WATER SYSTEM","Transient non-community system","Stanislaus"
"61","CA3902194",NA,NA,NA,"CHEROKEE MEMORIAL PARK INC WATER SYSTEM","Transient non-community system","San Joaquin"
"62","CA1900061",NA,NA,NA,"AGUA DULCE WOMEN'S CLUB","Transient non-community system","Los Angeles"
"63","CA0409192",NA,NA,NA,"DOWN RANGE INDOOR TRAINING CENTER","Transient non-community system","Butte"
"64","CA2803697",NA,NA,NA,"ODETTE ESTATE WATER SYSTEM","Transient non-community system","Napa"
"65","CA2400339",NA,NA,NA,"SELECT HARVEST USA","Non-Transient non-community system","Merced"
"66","CA2400329",NA,NA,NA,"HILLTOP RANCH-LOONEY ROAD","Non-Transient non-community system","Merced"
"67","CA2400330",NA,NA,NA,"HILLTOP RANCH - TURLOCK ROAD","Non-Transient non-community system","Merced"
"68","CA4901442",NA,NA,NA,"HANS FAHDEN VINEYARDS","Transient non-community system","Sonoma"
"69","CA5000595",NA,NA,NA,"LANDER VETERINARY CLINIC","Non-Transient non-community system","Stanislaus"
"70","CA5200865",NA,NA,NA,"MAYWOOD FARMS","Transient non-community system","Tehama"
"71","CA2000952",NA,NA,NA,"TOCA MADERA WINERY","Transient non-community system","Madera"
"72","CA2000932",NA,NA,NA,"FOSSIL DISCOVERY CENTER","Transient non-community system","Madera"
"73","CA4200924",NA,NA,NA,"EL RANCHO TAJIGUAS","Community water system","Santa Barbara"
"74","CA3902190",NA,NA,NA,"VAN GRONINGEN & SONS INC WATER SYSTEM","Transient non-community system","San Joaquin"
"75","CA3902206",NA,NA,NA,"CALIFORNIA ISLAMIC CENTER","Transient non-community system","San Joaquin"
"76","CA0300110",NA,NA,NA,"IRON HUB WINERY","Transient non-community system","Amador"
"77","CA1700739",NA,NA,NA,"MENDO MILL AND LUMBER COMPANY","Transient non-community system","Lake"
"78","CA2000955",NA,NA,NA,"PG&E GREGG SUBSTATION AND GC YARD","Non-Transient non-community system","Madera"
"79","CA0300108",NA,NA,NA,"RANCHO VICTORIA TASTING ROOM","Transient non-community system","Amador"
"80","CA2900112",NA,NA,NA,"NAGGIAR VINEYARDS","Transient non-community system","Nevada"
"81","CA2901528",NA,NA,NA,"HARMONY RIDGE MARKET","Transient non-community system","Nevada"
"82","CA3107341",NA,NA,NA,"GOATHOUSE BREWING AGUA","Transient non-community system","Placer"
"83","CA3705075",NA,NA,NA,"BANDY CANYON RANCH CORP","Transient non-community system","San Diego"
"84","CA2904020",NA,NA,NA,"TAHOE FOREST CHURCH","Transient non-community system","Nevada"
"85","CA0409193",NA,NA,NA,"LIBERTY 1ST WARD MEETING HOUSE","Transient non-community system","Butte"
"86","CA3601183",NA,NA,NA,"CALI BURGER","Transient non-community system","San Bernardino"
"87","CA4000823",NA,NA,NA,"ARONHILL VINEYARD","Transient non-community system","San Luis Obispo"
"88","CA5700754",NA,NA,NA,"THE MAPLES","Non-Transient non-community system","Yolo"
"89","CA5700616",NA,NA,NA,"INN AT PARK WINTERS","Transient non-community system","Yolo"
"90","CA4400668",NA,NA,NA,"SUNNY ACRES MWC","Transient non-community system","Santa Cruz"
"91","CA3200215",NA,NA,NA,"SCHRAMEL WATER SYSTEM","Non-Transient non-community system","Plumas"
"92","CA1700609",NA,NA,NA,"LAZY S MOBILE RANCH","Community water system","Lake"
"93","CA5403215",NA,NA,NA,"FRESH SELECT, LLC","Non-Transient non-community system","Tulare"
"94","CA4901395",NA,NA,NA,"GRACIANNA WINERY","Transient non-community system","Sonoma"
"95","CA3301160",NA,NA,NA,"SUNDANCE MEADOWS","Transient non-community system","Riverside"
"96","CA1503688",NA,NA,NA,"GRIMMWAY FARMS - DAVID ROAD","Non-Transient non-community system","Kern"
"97","CA3301176",NA,NA,NA,"GRIMMWAY ENTERPRISES - CAL ORGANIC THERM","Non-Transient non-community system","Riverside"
"98","CA2300906",NA,NA,NA,"I & E  LATH MILL","Non-Transient non-community system","Mendocino"
"99","CA4210028",NA,NA,NA,"CACHUMA PROJECT","Community water system","Santa Barbara"
"100","CA1503398",NA,NA,NA,"COUNTRYSIDE MKT & RESTRN-119","Transient non-community system","Kern"
"101","CA0400081",NA,NA,NA,"FEATHER RIDGE ESTATES WATER CO","Community water system","Butte"
"102","CA1503685",NA,NA,NA,"CALIFIA FARMS WATER SYSTEM","Non-Transient non-community system","Kern"
"103","CA1805011",NA,NA,NA,"HIGH DESERT TEEN CHALLENGE","Non-Transient non-community system","Lassen"
"104","CA1504003",NA,NA,NA,"KERN RIDGE GROWERS","Non-Transient non-community system","Kern"
"105","CA4900604",NA,NA,NA,"TWIN HILLS VINEYARD","Transient non-community system","Sonoma"
"106","CA3610130",NA,NA,NA,"CALTRANS - MOUNTAIN PASS JPOE CVEF","Non-Transient non-community system","San Bernardino"
"107","CA2300871",NA,NA,NA,"PACIFIC REEFS WATER DISTRICT","Transient non-community system","Mendocino"
"108","CA4901444",NA,NA,NA,"CHAR VALE VINEYARDS","Transient non-community system","Sonoma"
"109","CA4901445",NA,NA,NA,"JAMES COURT WATER SYSTEM","Community water system","Sonoma"
"110","CA0409197",NA,NA,NA,"SIERRA NEVADA BREWING CO.","Non-Transient non-community system","Butte"
"111","CA2800054",NA,NA,NA,"WHEELER FARMS WINERY","Transient non-community system","Napa"
"112","CA1400155",NA,NA,NA,"CONTROL GORGE POWER PLANT","Community water system","Inyo"
"113","CA3107334",NA,NA,NA,"KINGVALE H2O","Transient non-community system","Placer"
"114","CA3500928",NA,NA,NA,"GEORGE CHIALA FARMS, INC..","Non-Transient non-community system","San Benito"
"115","CA1300685",NA,NA,NA,"BRANDT CATTLE","Non-Transient non-community system","Imperial"
"116","CA2600700",NA,NA,NA,"SIERRA BUSINESS PARK OWNER'S ASSOCIATION","Transient non-community system","Mono"
"117","CA4901437",NA,NA,NA,"ZIALENA WINERY","Transient non-community system","Sonoma"
"118","CA5400838",NA,NA,NA,"THREE RIVERS VILLAGE","Non-Transient non-community system","Tulare"
"119","CA0409195",NA,NA,NA,"CRAIN PARK WATER SYSTEM","Transient non-community system","Butte"
"120","CA0300102",NA,NA,NA,"SCHMITZ WINES","Transient non-community system","Amador"
"121","CA3400467",NA,NA,NA,"ST MARIA GORETTI PARISH (SWS)","Transient non-community system","Sacramento"
"122","CA3400471",NA,NA,NA,"POINT PLEASANT CHURCH","Transient non-community system","Sacramento"
"123","CA3400466",NA,NA,NA,"SUBWAY SANDWICH","Transient non-community system","Sacramento"
"124","CA3400469",NA,NA,NA,"DILLARD STORE (SWS)","Transient non-community system","Sacramento"
"125","CA3400470",NA,NA,NA,"APRO 1966 (SWS)","Transient non-community system","Sacramento"
"126","CA1504009",NA,NA,NA,"ARCO AMPM #42924","Transient non-community system","Kern"
"127","CA2800064",NA,NA,NA,"DAKOTA SHY WINERY","Transient non-community system","Napa"
"128","CA1000625",NA,NA,NA,"DINO MART 1","Transient non-community system","Fresno"
"129","CA1300669",NA,NA,NA,"LA VALLE SABBIA INC.","Non-Transient non-community system","Imperial"
"130","CA1300678",NA,NA,NA,"BLU-IN RV PARK","Transient non-community system","Imperial"
"131","CA1300683",NA,NA,NA,"OCOTILLO CHEVRON STATION","Transient non-community system","Imperial"
"132","CA2801057",NA,NA,NA,"DAVIS ESTATES","Transient non-community system","Napa"
"133","CA2800057",NA,NA,NA,"TITUS WINERY","Transient non-community system","Napa"
"134","CA2800115",NA,NA,NA,"CAMP BERRYESSA","Transient non-community system","Napa"
"135","CA5403206",NA,NA,NA,"CALIFORNIA CONTROLLED ATMOSPHERE","Non-Transient non-community system","Tulare"
"136","CA2800049",NA,NA,NA,"FANTESCA WINERY","Transient non-community system","Napa"
"137","CA2800050",NA,NA,NA,"JOSEPH CELLARS WINERY","Transient non-community system","Napa"
"138","CA3705074",NA,NA,NA,"DALEY RANCH","Transient non-community system","San Diego"
"139","CA2300874",NA,NA,NA,"MONTESSORI DEL MAR LEARNING CENTER","Non-Transient non-community system","Mendocino"
"140","CA2800111",NA,NA,NA,"CAIRDEAN WINERY","Transient non-community system","Napa"
"141","CA5603123",NA,NA,NA,"OXNARD PALLET COMPANY","Non-Transient non-community system","Ventura"
"142","CA2800048",NA,NA,NA,"PIAZZA WINERY","Transient non-community system","Napa"
"143","CA1400195",NA,NA,NA,"WHITNEY PORTAL","Transient non-community system","Inyo"
"144","CA2300901",NA,NA,NA,"ANDERSON VALLEY BREWING COMPANY","Non-Transient non-community system","Mendocino"
"145","CA0409179",NA,NA,NA,"L. C. HUNTING CLUB","Transient non-community system","Butte"
"146","CA4901044",NA,NA,NA,"TRIPLE S RANCH","Transient non-community system","Sonoma"
"147","CA2704520",NA,NA,NA,"WILLIAMS - RC FARMS WS","Community water system","Monterey"
"148","CA2300878",NA,NA,NA,"TESORO 68137","Transient non-community system","Mendocino"
"149","CA2000957",NA,NA,NA,"WESTERN SIERRA CHARTER SCHOOLS","Transient non-community system","Madera"
"150","CA1000665",NA,NA,NA,"CABOT PACKING, LLC","Transient non-community system","Fresno"
"151","CA1000639",NA,NA,NA,"CALWEST RAIN - KERMAN","Non-Transient non-community system","Fresno"
"152","CA1503680",NA,NA,NA,"SHEPHERD OF THE HILLS - TEHACHAPI","Transient non-community system","Kern"
"153","CA1000644",NA,NA,NA,"IMMANUEL SPORTS COMPLEX","Transient non-community system","Fresno"
"154","CA4901290",NA,NA,NA,"BODEGA BAY OYSTER COMPANY","Transient non-community system","Sonoma"
"155","CA2800010",NA,NA,NA,"OUTPOST WINES","Transient non-community system","Napa"
"156","CA3301161",NA,NA,NA,"IDYLLWILD BREW PUB","Transient non-community system","Riverside"
"157","CA0300112",NA,NA,NA,"PAUL J. WINES","Transient non-community system","Amador"
"158","CA2000961",NA,NA,NA,"TALLEY TRANSPORTATION INC","Non-Transient non-community system","Madera"
"159","CA4500344",NA,NA,NA,"HAVEN HUMANE WATER SYSTEM","Non-Transient non-community system","Shasta"
"160","CA2400332",NA,NA,NA,"DASH DREAM PLANT","Non-Transient non-community system","Merced"
"161","CA4100607",NA,NA,NA,"HARLEY FARMS GOAT DAIRY","Transient non-community system","San Mateo"
"162","CA2800812",NA,NA,NA,"MENDING WALL WINERY","Transient non-community system","Napa"
"163","CA4901459",NA,NA,NA,"ROBERT YOUNG FAMILY LIMITED PARTNER","Transient non-community system","Sonoma"
"164","CA4901447",NA,NA,NA,"DONUM ESTATE WATER SYSTEM","Transient non-community system","Sonoma"
"165","CA2702681",NA,NA,NA,"HARTNELL RD WS #1","Non-Transient non-community system","Monterey"
"166","CA2801032",NA,NA,NA,"ROBERT KEENAN WINERY","Transient non-community system","Napa"
"167","CA0708000",NA,NA,NA,"EBRPD BAY POINT REGIONAL SHORELINE","Transient non-community system","Contra Costa"
"168","CA1504008",NA,NA,NA,"DELANO FARMS","Non-Transient non-community system","Kern"
"169","CA5105014",NA,NA,NA,"HOLT 7518","Non-Transient non-community system","Sutter"
"170","CA3400465",NA,NA,NA,"STS","Transient non-community system","Sacramento"
"171","CA3400473",NA,NA,NA,"METRO AIR PARK WATER SYSTEM","Non-Transient non-community system","Sacramento"
"172","CA2702736",NA,NA,NA,"UNITARIAN UNIVERSALIST CHURCH WS","Transient non-community system","Monterey"
"173","CA0707643",NA,NA,NA,"EBRPD OLD BRIONES REGIONAL PARK","Transient non-community system","Contra Costa"
"174","CA1000643",NA,NA,NA,"OPEN SKY RANCH","Non-Transient non-community system","Fresno"
"175","CA4901453",NA,NA,NA,"MAURITSON LABOR HOUSE","Transient non-community system","Sonoma"
"176","CA1000641",NA,NA,NA,"LARRY A SHEHADEY DAIRY","Non-Transient non-community system","Fresno"
"177","CA4901362",NA,NA,NA,"STRIPE N SEAL","Non-Transient non-community system","Sonoma"
"178","CA2300900",NA,NA,NA,"LEMON'S MARKET","Transient non-community system","Mendocino"
"179","CA2300905",NA,NA,NA,"NAVARRO VINEYARDS","Transient non-community system","Mendocino"
"180","CA1300614",NA,NA,NA,"WIEST LAKE","Transient non-community system","Imperial"
"181","CA2702812",NA,NA,NA,"KIND REAL ESTATE, LLC WS","Non-Transient non-community system","Monterey"
"182","CA3705077",NA,NA,NA,"SANTA YSABEL NATURE CENTER","Transient non-community system","San Diego"
"183","CA2000968",NA,NA,NA,"FAST AND EZ TRIP","Transient non-community system","Madera"
"184","CA1000650",NA,NA,NA,"ADAM'S MARKET","Transient non-community system","Fresno"
"185","CA4700894",NA,NA,NA,"DOLLAR GENERAL STORE - WEED","Transient non-community system","Siskiyou"
"186","CA2700236",NA,NA,NA,"GREEN VALLEY FLORAL-OSR WS","Non-Transient non-community system","Monterey"
"187","CA3103309",NA,NA,NA,"WASHOE HEIGHTS WATER ASSOCIATION","Transient non-community system","Placer"
"188","CA5500369",NA,NA,NA,"RUSH CREEK LODGE WATER SYSTEM","Non-Transient non-community system","Tuolumne"
"189","CA4400912",NA,NA,NA,"LOCH LOMOND REC AREA SANTA CRUZ WD","Transient non-community system","Santa Cruz"
"190","CA2800594",NA,NA,NA,"PUTAH CANYON CAMPGROUND","Transient non-community system","Napa"
"191","CA4810040",NA,NA,NA,"EASTERLY WWTP - VACAVILLE","Non-Transient non-community system","Solano"
"192","CA4901409",NA,NA,NA,"SCRIBE WINERY","Transient non-community system","Sonoma"
"193","CA1300550",NA,NA,NA,"COUNTRY LIFE MH & RV PARK","Community water system","Imperial"
"194","CA1300553",NA,NA,NA,"MAGNOLIA UNION SCHOOL","Non-Transient non-community system","Imperial"
"195","CA1400009",NA,NA,NA,"PARCHER'S RESORT","Transient non-community system","Inyo"
"196","CA1504001",NA,NA,NA,"WONDERFUL NURSERIES, LLC","Non-Transient non-community system","Kern"
"197","CA2900330",NA,NA,NA,"SIERRA FAMILY MEDICAL CLINIC","Non-Transient non-community system","Nevada"
"198","CA4901436",NA,NA,NA,"SEBASTOPOL CHARTER SCHOOL","Non-Transient non-community system","Sonoma"
"199","CA1504006",NA,NA,NA,"CENTRAL VALLEY EGGS, LLC","Non-Transient non-community system","Kern"
"200","CA1504000",NA,NA,NA,"FAMOSO NUT COMPANY","Non-Transient non-community system","Kern"
"201","CA5403207",NA,NA,NA,"SUN VALLEY PACKING","Transient non-community system","Tulare"
"202","CA2400333",NA,NA,NA,"YAGI BROTHERS PRODUCE INC.","Non-Transient non-community system","Merced"
"203","CA5403213",NA,NA,NA,"TEEN CHALLENGE","Community water system","Tulare"
"204","CA1901000",NA,NA,NA,"GENERAL ATOMICS AERONAUTICAL - GRAY BUTT","Non-Transient non-community system","Los Angeles"
"205","CA2702805",NA,NA,NA,"HENRY MILLER LIBRARY","Transient non-community system","Monterey"
"206","CA5000411",NA,NA,NA,"MCHENRY BUSINESS PARK","Non-Transient non-community system","Stanislaus"
"207","CA5403212",NA,NA,NA,"MONSON WATER SYSTEM","Community water system","Tulare"
"208","CA5700795",NA,NA,NA,"HAY KINGDOM","Non-Transient non-community system","Yolo"
"209","CA1000629",NA,NA,NA,"KINGS RIVER WINERY","Transient non-community system","Fresno"
"210","CA2400331",NA,NA,NA,"QUAIL H FARMS WATER SYSTEM","Non-Transient non-community system","Merced"
"211","CA5000605",NA,NA,NA,"EXACT CORP","Non-Transient non-community system","Stanislaus"
"212","CA1000630",NA,NA,NA,"MORAVIA WINES","Transient non-community system","Fresno"
"213","CA1400534",NA,NA,NA,"TECOPA WATER VENDING MACHINE","Transient non-community system","Inyo"
"214","CA2801016",NA,NA,NA,"HESS WINERY","Community water system","Napa"
"215","CA3601100",NA,NA,NA,"NEWBERRY MINI MART AND TRUCK STOP","Transient non-community system","San Bernardino"
"216","CA4810038",NA,NA,NA,"CAYMUS CORDELIA WINERY","Non-Transient non-community system","Solano"
"217","CA4500345",NA,NA,NA,"LAKE SHASTA LODGE","Transient non-community system","Shasta"
"218","CA2800055",NA,NA,NA,"BOUCHAINE VINEYARDS","Transient non-community system","Napa"
"219","CA2600535",NA,NA,NA,"TIOGA LODGE","Transient non-community system","Mono"
"220","CA4600096",NA,NA,NA,"FIRM FOUNDATION ACADEMY","Transient non-community system","Sierra"
"221","CA5000555",NA,NA,NA,"FRESH POINT (PIRANHA PRODUCE)","Non-Transient non-community system","Stanislaus"
"222","CA1900020",NA,NA,NA,"USFS-MILL CREEK SUMMIT T-5","Transient non-community system","Los Angeles"
"223","CA2701793",NA,NA,NA,"FOSTER RD WS #02","Transient non-community system","Monterey"
"224","CA1400020",NA,NA,NA,"ABERDEEN WATER SYSTEM","Community water system","Inyo"
"225","CA1000646",NA,NA,NA,"E-Z TRIP","Transient non-community system","Fresno"
"226","CA2600733",NA,NA,NA,"COLD WATER CANYON MWC","Community water system","Mono"
"227","CA5800003",NA,NA,NA,"YUBA COUNTY MOTORPLEX","Transient non-community system","Yuba"
"228","CA5710013",NA,NA,NA,"NC-YOUTH REGIONAL TREATMENT CENTER","Non-Transient non-community system","Yolo"
"229","CA1504005",NA,NA,NA,"M & L OFFICE","Non-Transient non-community system","Kern"
"230","CA1000608",NA,NA,NA,"GERAWAN FRUIT PACKING","Transient non-community system","Fresno"
"231","CA5400736",NA,NA,NA,"CLM-LOWER COFFEE CAMPGROUND","Transient non-community system","Tulare"
"232","CA1400098",NA,NA,NA,"DARWIN COMMUNITY SERVICE DISTRICT","Community water system","Inyo"
"233","CA1400015",NA,NA,NA,"ROCK CREEK LAKES RESORT","Transient non-community system","Inyo"
"234","CA1000645",NA,NA,NA,"GRANVILLE FARMS, LLC","Non-Transient non-community system","Fresno"
"235","CA1206015",NA,NA,NA,"ENGLEWOOD INDUSTRIAL PARK","Non-Transient non-community system","Humboldt"
"236","CA2400196",NA,NA,NA,"HENRY MILLER RECLAMATION DISTRICT","Non-Transient non-community system","Merced"
"237","CA3400131",NA,NA,NA,"ELKHORN I-5 REST AREA","Transient non-community system","Sacramento"
"238","CA0300101",NA,NA,NA,"ROMBAUER SIERRA FOOTHILLS","Transient non-community system","Amador"
"239","CA1206014",NA,NA,NA,"KING RANGE ADMIN-BLM","Transient non-community system","Humboldt"
"240","CA3600760",NA,NA,NA,"LOCH LEVEN CHRISTIAN CAMP & CONFERENCE C","Transient non-community system","San Bernardino"
"241","CA2800060",NA,NA,NA,"BENNETT LANE WINERY","Transient non-community system","Napa"
"242","CA0310803",NA,NA,NA,"LA MESA VINEYARDS","Transient non-community system","Amador"
"243","CA4200885",NA,NA,NA,"CHALK HILL ESTATES HOA","Community water system","Santa Barbara"
"244","CA2700101",NA,NA,NA,"PACIFIC RESERVE NURSERY WS","Non-Transient non-community system","Monterey"
"245","CA0605015",NA,NA,NA,"TERHEL FARMS TRAILER PARK 02","Transient non-community system","Colusa"
"246","CA4901454",NA,NA,NA,"MAYACAMAS WAREHOUSE, LLC","Non-Transient non-community system","Sonoma"
"247","CA1909647",NA,NA,NA,"ANTELOPE VALLEY AIRPORT EXPRESS","Transient non-community system","Los Angeles"
"248","CA1300560",NA,NA,NA,"PINE UNION SCHOOL","Non-Transient non-community system","Imperial"
"249","CA1300561",NA,NA,NA,"RED HILL MARINA","Transient non-community system","Imperial"
"250","CA1300644",NA,NA,NA,"SPRECKELS SUGAR COMPANY","Non-Transient non-community system","Imperial"
"251","CA1300652",NA,NA,NA,"IID NORTH END CONSOLIDATION","Non-Transient non-community system","Imperial"
"252","CA1300655",NA,NA,NA,"OLD EUCALYPTUS SCHOOLHOUSE","Transient non-community system","Imperial"
"253","CA1400004",NA,NA,NA,"CHARLES BROWN WATER COMPANY","Community water system","Inyo"
"254","CA5403153",NA,NA,NA,"CIRCLE J - NORRIS RANCH","Transient non-community system","Tulare"
"255","CA4301013",NA,NA,NA,"ROCKWOOD ESTATES MUTUAL WATER COMPANY","Community water system","Santa Clara"
"256","CA2000969",NA,NA,NA,"GURDWARA PARMESHAR DWAR","Transient non-community system","Madera"
"257","CA2702830",NA,NA,NA,"OP MURPHY & SONS WS","Non-Transient non-community system","Monterey"
"258","CA4500351",NA,NA,NA,"BOBS MARKET","Transient non-community system","Shasta"
"259","CA1105004",NA,NA,NA,"CALPLANT I, LLC","Non-Transient non-community system","Glenn"
"260","CA2400255",NA,NA,NA,"CLASSIC YAM WATER SYSTEM","Non-Transient non-community system","Merced"
"261","CA3710708",NA,NA,NA,"USN CAMP MICHAEL MONSOOR","Transient non-community system","San Diego"
"262","CA5103005",NA,NA,NA,"OSWALD WATER SYSTEM","Transient non-community system","Sutter"
"263","CA2800059",NA,NA,NA,"SUTTER HOME WINERY","Non-Transient non-community system","Napa"
"264","CA2800058",NA,NA,NA,"QUINTESSA WINERY WATER SYSTEM","Transient non-community system","Napa"
"265","CA2800973",NA,NA,NA,"WOOLLS RANCH WINERY","Transient non-community system","Napa"
"266","CA2701679",NA,NA,NA,"SPRECKELS LN WS #02","Non-Transient non-community system","Monterey"
"267","CA2704623",NA,NA,NA,"TOP INDUSTRIES WS","Non-Transient non-community system","Monterey"
"268","CA2700156",NA,NA,NA,"ONITSUKA BROTHERS WS","Non-Transient non-community system","Monterey"
"269","CA2700032",NA,NA,NA,"RIVERVIEW FARMS WS","Non-Transient non-community system","Monterey"
"270","CA2010017",NA,NA,NA,"TESORO VIEJO MASTER MWC, INC.","Community water system","Madera"
"271","CA5700597",NA,NA,NA,"HUSICKS","Transient non-community system","Yolo"
"272","CA0300113",NA,NA,NA,"C. G. DI ARIE VINEYARD AND WINERY","Transient non-community system","Amador"
"273","CA5700523",NA,NA,NA,"BOGLE VINEYARDS TASTING ROOM","Transient non-community system","Yolo"
"274","CA2706552",NA,NA,NA,"ALVAREZ BROTHERS WS","Non-Transient non-community system","Monterey"
"275","CA3107349",NA,NA,NA,"HILLENBRAND FARMHAUS BREWERY","Transient non-community system","Placer"
"276","CA0300107",NA,NA,NA,"BELLA GRACE VINEYARDS","Transient non-community system","Amador"
"277","CA1206016",NA,NA,NA,"HUMBOLDT CREAMERY","Non-Transient non-community system","Humboldt"
"278","CA3510009",NA,NA,NA,"FIRECLAY TILE","Non-Transient non-community system","San Benito"
"279","CA1900057",NA,NA,NA,"SAINT ANDREWS ABBEY","Non-Transient non-community system","Los Angeles"
"280","CA1900741",NA,NA,NA,"YOUNG-NAK PRESBYTERIAN CHURCH","Transient non-community system","Los Angeles"
"281","CA4901455",NA,NA,NA,"APERTURE CELLARS","Transient non-community system","Sonoma"
"282","CA3700846",NA,NA,NA,"AGUA CALIENTE COUNTY PARK","Transient non-community system","San Diego"
"283","CA3200205",NA,NA,NA,"TWO RIVERS SPORT CAMP","Transient non-community system","Plumas"
"284","CA1900588",NA,NA,NA,"USFS-RINCON STATION B-10","Transient non-community system","Los Angeles"
"285","CA5710012",NA,NA,NA,"WOODLAND-DAVIS CLEAN WATER AGENCY","Community water system","Yolo"
"286","CA0110701",NA,NA,NA,"LAWRENCE LIVERMORE NATIONAL LAB SITE 200","Non-Transient non-community system","Alameda"
"287","CA5603124",NA,NA,NA,"FOXFIELD RIDING SCHOOL","Transient non-community system","Ventura"
